True (T) or No Data (C);Year;Solar Longitude;Sol;Wind Speed m/sec;Wind Direction;Pressure mb;Temp F;Temp C
T;2;197.367;817.02;1.6;135;8.11;-132.2;-91.22
T;2;197.391;817.06;1.2;107;8.04;-139.65;-95.36
T;2;197.415;817.1;0.9;112;7.99;-139.74;-95.41
T;2;197.44;817.14;1.7;38;7.99;-146.87;-99.37
T;2;197.464;817.18;2.5;48;8.04;-148.92;-100.51
T;2;197.488;817.22;2.7;51;8.17;-150.05;-101.14
T;2;197.513;817.26;2.9;61;8.35;-149.46;-100.81
T;2;197.537;817.3;3.3;70;8.4;-138.87;-94.93
T;2;197.561;817.34;3.9;75;8.35;-119.51;-84.17
T;2;197.586;817.38;3.8;56;8.29;-100.55;-73.64
T;2;197.61;817.42;3.7;60;8.26;-93.03;-69.46
T;2;197.634;817.46;4.7;46;8.26;-93.69;-69.83
T;2;197.659;817.5;3;72;8.26;-69.23;-56.24
T;2;197.683;817.54;2.1;315;8.21;-62.1;-52.28
T;2;197.707;817.58;2.5;309;8.17;-62.09;-52.27
T;2;197.732;817.62;3.2;356;8.17;-67.22;-55.12
T;2;197.756;817.66;4.4;356;8.18;-82.73;-63.74
T;2;197.78;817.7;2.1;357;8.2;-102.48;-74.71
T;2;197.805;817.74;4.9;45;8.22;-114.99;-81.66
T;2;197.829;817.78;6.6;48;8.23;-118.73;-83.74
T;2;197.853;817.82;7.2;49;8.25;-124.46;-86.92
T;2;197.878;817.86;7;51;8.26;-131.96;-91.09
T;2;197.902;817.9;5.4;50;8.26;-137.4;-94.11
T;2;197.926;817.94;2.8;44;8.23;-139.63;-95.35
T;2;197.951;817.98;2.2;59;8.17;-143.57;-97.54
T;2;197.975;818.02;2.5;58;8.1;-143.41;-97.45
T;2;198;818.06;3.5;90;8.03;-145.91;-98.84
T;2;198.024;818.1;3.8;72;7.98;-147.3;-99.61
T;2;198.048;818.14;2.8;60;7.98;-149.98;-101.1
T;2;198.073;818.18;2.4;53;8.04;-151.35;-101.86
T;2;198.097;818.22;2.9;59;8.17;-152.34;-102.41
T;2;198.121;818.26;3.4;74;8.35;-151.42;-101.9
T;2;198.146;818.3;4.7;99;8.4;-138.89;-94.94
T;2;198.17;818.34;4.5;135;8.35;-112.38;-80.21
T;2;198.194;818.38;4.2;170;8.29;-83.24;-64.02
T;2;198.219;818.42;4.7;201;8.26;-81.36;-62.98
T;2;198.243;818.46;2.5;189;8.26;-75.15;-59.53
T;2;198.268;818.5;3.7;226;8.26;-65.9;-54.39
T;2;198.292;818.54;5.8;243;8.23;-68.08;-55.6
T;2;198.316;818.58;5.2;244;8.17;-63.9;-53.28
T;2;198.341;818.62;5;260;8.08;-65.42;-54.12
T;2;198.365;818.66;3.2;268;8.01;-74.22;-59.01
T;2;198.39;818.7;1;270;7.99;-96.21;-71.23
T;2;198.414;818.74;0.8;67;8.03;-110.25;-79.03
T;2;198.438;818.78;1.3;94;8.08;-117.58;-83.1
T;2;198.463;818.82;1.7;117;8.09;-122.17;-85.65
T;2;198.487;818.86;1.5;85;8.08;-121.23;-85.13
T;2;198.511;818.9;2.1;147;8.08;-124.76;-87.09
T;2;198.536;818.94;2;152;8.04;-126.35;-87.97
T;2;198.56;818.98;2.7;171;7.99;-131.03;-90.57
T;2;198.585;819.02;4.1;184;7.96;-134.64;-92.58
T;2;198.609;819.06;3.6;169;7.96;-138.14;-94.52
T;2;198.633;819.1;4.1;170;7.97;-138.91;-94.95
T;2;198.658;819.14;3.8;174;7.99;-140.42;-95.79
T;2;198.682;819.18;5;194;8.01;-142.65;-97.03
T;2;198.707;819.22;4.4;-180;8.04;-146.04;-98.91
T;2;198.731;819.26;3.8;189;8.06;-144.33;-97.96
T;2;198.755;819.3;6.9;210;8.07;-134.34;-92.41
T;2;198.78;819.34;9.3;223;8.08;-123.63;-86.46
T;2;198.804;819.38;9;253;8.08;-107.09;-77.27
T;2;198.829;819.42;7.7;291;8.08;-97.4;-71.89
T;2;198.853;819.46;8.1;280;8.08;-93.84;-69.91
T;2;198.877;819.5;8.4;278;8.08;-84.39;-64.66
T;2;198.902;819.54;10.1;295;8.08;-73.23;-58.46
T;2;198.926;819.58;9.7;305;8.08;-68.93;-56.07
T;2;198.951;819.62;10.1;306;8.08;-72.85;-58.25
T;2;198.975;819.66;9.1;312;8.07;-85.27;-65.15
T;2;199;819.7;7.7;319;8.08;-102.5;-74.72
T;2;199.024;819.74;5.3;328;8.12;-118.43;-83.57
T;2;199.048;819.78;4.8;331;8.17;-123.92;-86.62
T;2;199.073;819.82;1.5;282;8.22;-130.11;-90.06
T;2;199.097;819.86;2.3;277;8.26;-133.87;-92.15
T;2;199.122;819.9;1.9;261;8.26;-136.26;-93.48
T;2;199.146;819.94;2.5;256;8.22;-138.89;-94.94
T;2;199.171;819.98;3.7;281;8.17;-142.69;-97.05
T;2;199.195;820.02;3.3;301;8.13;-145.62;-98.68
T;2;199.219;820.06;2.7;315;8.11;-149.22;-100.68
T;2;199.244;820.1;2.7;332;8.11;-148.36;-100.2
T;2;199.268;820.14;2;330;8.14;-151.53;-101.96
T;2;199.293;820.18;2.2;332;8.19;-153.26;-102.92
T;2;199.317;820.22;2.6;332;8.26;-154.88;-103.82
T;2;199.341;820.26;3.4;343;8.35;-152.7;-102.61
T;2;199.366;820.3;6;34;8.41;-145.62;-98.68
T;2;199.39;820.34;4.6;40;8.43;-129.82;-89.9
T;2;199.415;820.38;5.1;8;8.43;-113.84;-81.02
T;2;199.439;820.42;6.3;6;8.43;-108.54;-78.08
T;2;199.464;820.46;7.2;11;8.44;-106.82;-77.12
T;2;199.488;820.5;6.6;6;8.43;-96.54;-71.41
T;2;199.513;820.54;6.9;333;8.39;-86.12;-65.62
T;2;199.537;820.58;6.3;355;8.35;-85;-65
T;2;199.561;820.62;10.3;16;8.35;-97.55;-71.97
T;2;199.586;820.66;10.9;23;8.35;-106.71;-77.06
T;2;199.61;820.7;12.1;35;8.35;-117.89;-83.27
T;2;199.635;820.74;10.7;34;8.38;-128.67;-89.26
T;2;199.659;820.78;10.9;39;8.43;-131.96;-91.09
T;2;199.684;820.82;12.8;51;8.48;-134.45;-92.47
T;2;199.708;820.86;13;62;8.52;-136.08;-93.38
T;2;199.733;820.9;8.8;58;8.52;-139.99;-95.55
T;2;199.757;820.94;6.3;65;0;-142.17;-96.76
T;2;199.782;820.98;2.1;75;0;-146.16;-98.98
T;2;199.806;821.02;3;115;8.44;-144.06;-97.81
T;2;199.831;821.06;7.1;122;8.43;-147.66;-99.81
T;2;199.855;821.1;8.2;120;8.45;-149.49;-100.83
T;2;199.88;821.14;7.2;120;8.43;-148.52;-100.29
T;2;199.904;821.18;5.6;121;8.36;-147.96;-99.98
T;2;199.929;821.22;4.4;118;8.43;-145.98;-98.88
T;2;199.953;821.26;4.8;108;8.7;-142.8;-97.11
T;2;199.977;821.3;7.6;116;8.77;-137.4;-94.11
T;2;200.002;821.34;8.4;128;8.7;-123.38;-86.32
T;2;200.026;821.38;6.8;128;8.64;-101.65;-74.25
T;2;200.051;821.42;6.6;130;8.61;-91.26;-68.48
T;2;200.075;821.46;6;117;8.58;-84.41;-64.67
T;2;200.1;821.5;5.9;146;8.52;-72.29;-57.94
T;2;200.124;821.54;4.3;170;8.44;-60.16;-51.2
T;2;200.149;821.58;5.1;167;8.35;-56.42;-49.12
T;2;200.173;821.62;5.6;215;8.3;-63.4;-53
T;2;200.198;821.66;3.9;237;8.27;-76.86;-60.48
T;2;200.222;821.7;1.1;260;8.26;-97.01;-71.67
T;2;200.247;821.74;0.9;30;8.26;-113.37;-80.76
T;2;200.271;821.78;1.2;100;8.26;-116.86;-82.7
T;2;200.296;821.82;1.2;145;8.26;-121.32;-85.18
T;2;200.32;821.86;2.1;124;8.26;-123.63;-86.46
T;2;200.345;821.9;4.6;162;8.26;-121.65;-85.36
T;2;200.369;821.94;4.9;161;8.23;-125.3;-87.39
T;2;200.394;821.98;3.2;164;8.17;-129.89;-89.94
T;2;200.418;822.02;4.8;163;8.11;-130.52;-90.29
T;2;200.443;822.06;4.3;204;8.06;-135.92;-93.29
T;2;200.467;822.1;4.3;-180;8.02;-137.33;-94.07
T;2;200.492;822.14;5.5;197;8.01;-141.48;-96.38
T;2;200.516;822.18;4.9;207;8.02;-141.9;-96.61
T;2;200.541;822.22;4.8;175;8.08;-143.82;-97.68
T;2;200.565;822.26;5.4;202;8.17;-143.46;-97.48
T;2;200.59;822.3;7;219;8.24;-136.73;-93.74
T;2;200.614;822.34;7.1;231;8.26;-125.36;-87.42
T;2;200.639;822.38;7.4;263;8.21;-109.68;-78.71
T;2;200.663;822.42;5.7;283;8.17;-100.03;-73.35
T;2;200.688;822.46;5.8;302;8.21;-97.38;-71.88
T;2;200.712;822.5;5.5;320;8.26;-87.34;-66.3
T;2;200.737;822.54;6.7;323;8.22;-76.43;-60.24
T;2;200.761;822.58;6.8;319;8.17;-71.41;-57.45
T;2;200.786;822.62;8.2;332;8.17;-76.49;-60.27
T;2;200.81;822.66;9.4;348;8.16;-91.88;-68.82
T;2;200.835;822.7;9.9;9;8.17;-109.16;-78.42
T;2;200.86;822.74;10.8;30;8.22;-120.01;-84.45
T;2;200.884;822.78;13.3;36;8.3;-125.59;-87.55
T;2;200.909;822.82;13.5;38;8.38;-130.11;-90.06
T;2;200.933;822.86;16;39;8.43;-133.76;-92.09
T;2;200.958;822.9;14.8;43;8.43;-139.2;-95.11
T;2;200.982;822.94;16.1;43;8.43;-142.08;-96.71
T;2;201.007;822.98;11.5;39;8.43;-145.21;-98.45
T;2;201.031;823.02;13.6;37;8.44;-147.98;-99.99
T;2;201.056;823.06;9.4;45;8.46;-150.25;-101.25
T;2;201.08;823.1;9.1;41;8.46;-152;-102.22
T;2;201.105;823.14;11.5;44;8.43;-154.61;-103.67
T;2;201.129;823.18;9.6;45;8.39;-155.15;-103.97
T;2;201.154;823.22;9.9;45;8.43;-156.24;-104.58
T;2;201.178;823.26;9.6;48;8.61;-155.11;-103.95
T;2;201.203;823.3;8.2;53;8.7;-151.33;-101.85
T;2;201.228;823.34;5.1;72;8.7;-128.47;-89.15
T;2;201.252;823.38;2.6;144;8.65;-95.24;-70.69
T;2;201.277;823.42;2.6;246;8.61;-90.49;-68.05
T;2;201.301;823.46;2.3;339;8.61;-100.8;-73.78
T;2;201.326;823.5;3.1;350;8.61;-92.52;-69.18
T;2;201.35;823.54;3.3;329;8.59;-77.84;-61.02
T;2;201.375;823.58;2.4;16;8.52;-72.17;-57.87
T;2;201.399;823.62;2.5;2;8.43;-77.06;-60.59
T;2;201.424;823.66;2.7;20;8.4;-92.51;-69.17
T;2;201.449;823.7;4.8;44;8.43;-106.1;-76.72
T;2;201.473;823.74;9.4;36;8.48;-119.99;-84.44
T;2;201.498;823.78;11.9;45;8.52;-124.62;-87.01
T;2;201.522;823.82;10.4;56;8.53;-129.35;-89.64
T;2;201.547;823.86;5.1;54;8.52;-133.8;-92.11
T;2;201.571;823.9;4.2;75;8.52;-136.93;-93.85
T;2;201.596;823.94;7.6;125;0;-134.79;-92.66
T;2;201.62;823.98;8.1;118;0;-139.4;-95.22
T;2;201.645;824.02;8.9;127;0;-138.42;-94.68
T;2;201.67;824.06;6.8;133;0;-139.56;-95.31
T;2;201.694;824.1;8.4;129;0;-141.63;-96.46
T;2;201.719;824.14;5.8;139;0;-139.74;-95.41
T;2;201.743;824.18;6.1;136;0;-142.26;-96.81
T;2;201.768;824.22;5.9;108;8.43;-145.8;-98.78
T;2;201.793;824.26;6.7;114;8.61;-145.84;-98.8
T;2;201.817;824.3;6.4;131;8.65;-139.81;-95.45
T;2;201.842;824.34;6.7;138;8.61;-123.43;-86.35
T;2;201.866;824.38;6.7;148;8.56;-102.41;-74.67
T;2;201.891;824.42;5.3;165;8.52;-88.31;-66.84
T;2;201.916;824.46;7.7;161;8.47;-80.19;-62.33
T;2;201.94;824.5;6;195;8.42;-74.88;-59.38
T;2;201.965;824.54;8.7;221;8.35;-68.46;-55.81
T;2;201.989;824.58;7.5;234;8.26;-70.26;-56.81
T;2;202.014;824.62;7.7;256;8.17;-71.41;-57.45
T;2;202.038;824.66;4.9;257;8.15;-83.13;-63.96
T;2;202.063;824.7;2.7;268;8.17;-103.34;-75.19
T;2;202.088;824.74;2.1;233;8.17;-115.73;-82.07
T;2;202.112;824.78;1.3;131;8.17;-116.55;-82.53
T;2;202.137;824.82;1.9;158;8.19;-120.57;-84.76
T;2;202.161;824.86;2.5;169;8.17;-123.84;-86.58
T;2;202.186;824.9;3.2;163;8.08;-128.04;-88.91
T;2;202.211;824.94;2.6;178;8.05;-131.46;-90.81
T;2;202.235;824.98;5.2;223;8.08;-142.24;-96.8
T;2;202.26;825.02;5.1;222;8.11;-142.92;-97.18
T;2;202.285;825.06;4.4;236;8.12;-145.88;-98.82
T;2;202.309;825.1;3.5;251;8.11;-147.93;-99.96
T;2;202.334;825.14;4;323;8.08;-152.9;-102.72
T;2;202.358;825.18;6.3;335;8.03;-153.08;-102.82
T;2;202.383;825.22;7.1;356;8.08;-153.8;-103.22
T;2;202.407;825.26;7.4;8;8.26;-155.22;-104.01
T;2;202.432;825.3;7;32;8.35;-148.76;-100.42
T;2;202.457;825.34;9.3;12;8.35;-136.59;-93.66
T;2;202.481;825.38;10.1;344;8.34;-123.74;-86.52
T;2;202.506;825.42;11.5;342;8.35;-117.6;-83.11
T;2;202.531;825.46;10.6;342;8.4;-114.34;-81.3
T;2;202.555;825.5;10.4;330;8.43;-106.92;-77.18
T;2;202.58;825.54;12.8;348;8.4;-99.54;-73.08
T;2;202.604;825.58;12.8;348;8.35;-97.65;-72.03
T;2;202.629;825.62;13.9;349;8.34;-101.96;-74.42
T;2;202.654;825.66;17;353;8.37;-111.28;-79.6
T;2;202.678;825.7;18.5;360;8.43;-123.38;-86.32
T;2;202.703;825.74;13.9;29;8.52;-133.02;-91.68
T;2;202.728;825.78;15;29;8.61;-133.22;-91.79
T;2;202.752;825.82;10;38;8.67;-133.46;-91.92
T;2;202.777;825.86;10.2;41;8.7;-136.41;-93.56
T;2;202.802;825.9;7.9;52;8.7;-141.99;-96.66
T;2;202.826;825.94;6.9;59;8.7;-143.84;-97.69
T;2;202.851;825.98;4.3;57;8.7;-143.79;-97.66
T;2;202.876;826.02;4.7;57;8.7;-144.02;-97.79
T;2;202.9;826.06;6.2;106;8.69;-148.7;-100.39
T;2;202.925;826.1;4.7;144;8.69;-142.53;-96.96
T;2;202.949;826.14;3.1;151;8.7;-136.59;-93.66
T;2;202.974;826.18;2.4;150;8.73;-136.39;-93.55
T;2;202.999;826.22;5.5;142;8.79;-140.44;-95.8
T;2;203.023;826.26;8.8;133;8.88;-144.26;-97.92
T;2;203.048;826.3;10.7;132;8.9;-141.92;-96.62
T;2;203.073;826.34;11.9;128;8.88;-130;-90
T;2;203.097;826.38;10.6;128;8.85;-114.9;-81.61
T;2;203.122;826.42;9.9;137;8.81;-102.95;-74.97
T;2;203.147;826.46;7.4;153;8.76;-84.62;-64.79
T;2;203.171;826.5;8.8;135;8.7;-79.87;-62.15
T;2;203.196;826.54;6.1;149;8.62;-62.9;-52.72
T;2;203.221;826.58;5.3;147;8.52;-57.12;-49.51
T;2;203.245;826.62;3.7;158;8.43;-60.75;-51.53
T;2;203.27;826.66;1.1;126;8.4;-70.96;-57.2
T;2;203.295;826.7;0.8;45;8.43;-104.08;-75.6
T;2;203.319;826.74;1.4;54;8.49;-117.62;-83.12
T;2;203.344;826.78;3.7;92;8.52;-122.08;-85.6
T;2;203.369;826.82;7.1;121;8.48;-124.67;-87.04
T;2;203.393;826.86;10;126;8.43;-127.16;-88.42
T;2;203.418;826.9;12.2;125;8.43;-130.81;-90.45
T;2;203.443;826.94;10.4;128;8.4;-132.99;-91.66
T;2;203.467;826.98;10;137;8.35;-134.63;-92.57
T;2;203.492;827.02;7.2;138;8.31;-135.94;-93.3
T;2;203.517;827.06;6.9;137;8.29;-138.96;-94.98
T;2;203.541;827.1;5.6;146;8.27;-138.71;-94.84
T;2;203.566;827.14;7.3;149;8.26;-136.97;-93.87
T;2;203.591;827.18;4.7;155;8.25;-137.88;-94.38
T;2;203.615;827.22;4.6;156;8.26;-138.26;-94.59
T;2;203.64;827.26;3.3;143;8.32;-137.11;-93.95
T;2;203.665;827.3;3;147;8.39;-128.63;-89.24
T;2;203.689;827.34;6.8;162;8.43;-117.17;-82.87
T;2;203.714;827.38;8.8;207;8.41;-109.88;-78.82
T;2;203.739;827.42;9;227;8.35;-103.4;-75.22
T;2;203.763;827.46;8.1;233;8.3;-97.22;-71.79
T;2;203.788;827.5;8.7;246;8.26;-88.06;-66.7
T;2;203.813;827.54;8.7;260;8.23;-81.67;-63.15
T;2;203.838;827.58;10.7;254;8.17;-80.41;-62.45
T;2;203.862;827.62;9.4;261;8.08;-84.3;-64.61
T;2;203.887;827.66;6.2;266;8.05;-93.19;-69.55
T;2;203.912;827.7;4.3;298;8.07;-106.74;-77.08
T;2;203.936;827.74;6.6;339;8.12;-122.93;-86.07
T;2;203.961;827.78;6.6;3;8.17;-127.26;-88.48
T;2;203.986;827.82;6.6;12;8.2;-133.65;-92.03
T;2;204.011;827.86;10.7;11;8.26;-136.59;-93.66
T;2;204.035;827.9;9.3;33;8.35;-141.11;-96.17
T;2;204.06;827.94;12.9;29;8.34;-142.11;-96.73
T;2;204.085;827.98;11.2;32;8.26;-146.18;-98.99
T;2;204.109;828.02;11.1;33;8.19;-146.94;-99.41
T;2;204.134;828.06;9.8;30;8.15;-150.2;-101.22
T;2;204.159;828.1;10.3;14;8.15;-150.54;-101.41
T;2;204.183;828.14;11;19;8.19;-152.81;-102.67
T;2;204.208;828.18;7.6;14;8.28;-153.18;-102.88
T;2;204.233;828.22;10.7;8;8.43;-157.23;-105.13
T;2;204.258;828.26;10.5;30;8.61;-156.75;-104.86
T;2;204.282;828.3;12.8;32;8.69;-153.8;-103.22
T;2;204.307;828.34;13.5;30;8.7;-142.44;-96.91
T;2;204.332;828.38;12.1;17;8.7;-129.71;-89.84
T;2;204.357;828.42;12.2;11;8.7;-121.59;-85.33
T;2;204.381;828.46;12.8;21;8.69;-116;-82.22
T;2;204.406;828.5;11.5;358;8.7;-107.09;-77.27
T;2;204.431;828.54;13;8;8.72;-100.16;-73.42
T;2;204.455;828.58;13.4;3;8.7;-97.11;-71.73
T;2;204.48;828.62;13.3;3;8.61;-103;-75
T;2;204.505;828.66;11.1;20;8.58;-112.79;-80.44
T;2;204.53;828.7;12.7;14;8.61;-123.39;-86.33
T;2;204.554;828.74;13.4;34;8.65;-131.39;-90.77
T;2;204.579;828.78;10.3;42;8.7;-132.45;-91.36
T;2;204.604;828.82;8.9;48;8.75;-134.28;-92.38
T;2;204.628;828.86;9.5;54;8.79;-137.58;-94.21
T;2;204.653;828.9;10.4;58;8.79;-140.28;-95.71
T;2;204.678;828.94;9.2;61;8.8;-142.02;-96.68
T;2;204.703;828.98;3.9;62;8.81;-146.15;-98.97
T;2;204.728;829.02;2.2;101;8.83;-144.18;-97.88
T;2;204.752;829.06;3.8;144;8.83;-143.77;-97.65
T;2;204.777;829.1;5.1;136;8.82;-148.43;-100.24
T;2;204.802;829.14;8.1;128;8.79;-154.01;-103.34
T;2;204.826;829.18;7.6;127;8.74;-152.37;-102.43
T;2;204.851;829.22;8.7;122;8.79;-153.38;-102.99
T;2;204.876;829.26;9.8;116;8.96;-154.75;-103.75
T;2;204.901;829.3;9;112;9.01;-148.7;-100.39
T;2;204.926;829.34;10.9;120;8.96;-138.17;-94.54
T;2;204.95;829.38;11.4;128;8.91;-125.61;-87.56
T;2;204.975;829.42;11.3;130;8.88;-113.08;-80.6
T;2;205;829.46;11;126;8.84;-101.74;-74.3
T;2;205.025;829.5;7.1;132;8.79;-90.74;-68.19
T;2;205.049;829.54;4.9;141;8.71;-76;-60
T;2;205.074;829.58;3.6;156;8.61;-71.9;-57.72
T;2;205.099;829.62;3.2;117;8.52;-77.13;-60.63
T;2;205.124;829.66;1.5;73;8.45;-94.36;-70.2
T;2;205.148;829.7;2.8;65;8.43;-110.49;-79.16
T;2;205.173;829.74;4.7;76;8.48;-124.85;-87.14
T;2;205.198;829.78;4.9;91;8.52;-129.77;-89.87
T;2;205.223;829.82;8.4;123;8.5;-131.26;-90.7
T;2;205.247;829.86;12.4;124;8.43;-133.94;-92.19
T;2;205.272;829.9;14.6;128;8.35;-136.5;-93.61
T;2;205.297;829.94;13.5;134;0;-137.43;-94.13
T;2;205.322;829.98;10.8;146;0;-137.97;-94.43
T;2;205.346;830.02;7.5;149;0;-139.77;-95.43
T;2;205.371;830.06;6.9;161;0;-139;-95
T;2;205.396;830.1;6.6;164;0;-140.53;-95.85
T;2;205.421;830.14;9.1;167;0;-144.26;-97.92
T;2;205.446;830.18;8.4;172;0;-144.31;-97.95
T;2;205.47;830.22;8.6;174;8.17;-147.93;-99.96
T;2;205.495;830.26;6.7;173;8.26;-147.68;-99.82
T;2;205.52;830.3;8.9;179;8.27;-142.87;-97.15
T;2;205.545;830.34;11;199;8.23;-130.76;-90.42
T;2;205.57;830.38;11.4;240;8.19;-120.91;-84.95
T;2;205.594;830.42;11.1;255;8.17;-112.34;-80.19
T;2;205.619;830.46;12.5;273;8.21;-107.73;-77.63
T;2;205.644;830.5;12.5;284;8.26;-100.28;-73.49
T;2;205.669;830.54;11.6;282;8.28;-90.15;-67.86
T;2;205.694;830.58;11.7;289;8.28;-85.86;-65.48
T;2;205.718;830.62;13.5;315;8.26;-93.51;-69.73
T;2;205.743;830.66;13.6;323;8.25;-106.01;-76.67
T;2;205.768;830.7;13.1;330;8.26;-119.51;-84.17
T;2;205.793;830.74;10.7;344;8.29;-129.05;-89.47
T;2;205.818;830.78;9.5;347;8.35;-134.23;-92.35
T;2;205.842;830.82;10.1;1;8.43;-138.1;-94.5
T;2;205.867;830.86;13;14;8.52;-139.13;-95.07
T;2;205.892;830.9;14.7;24;8.61;-142.82;-97.12
T;2;205.917;830.94;13.3;29;8.65;-144.04;-97.8
T;2;205.942;830.98;12.5;15;8.65;-148.07;-100.04
T;2;205.966;831.02;12.5;34;8.63;-149.82;-101.01
T;2;205.991;831.06;11;32;8.61;-151.13;-101.74
T;2;206.016;831.1;11.4;34;8.61;-152.9;-102.72
T;2;206.041;831.14;13.2;32;8.61;-154.07;-103.37
T;2;206.066;831.18;14.9;29;8.62;-154.68;-103.71
T;2;206.091;831.22;15.4;31;8.7;-155.2;-104
T;2;206.115;831.26;14.1;39;8.88;-154.86;-103.81
T;2;206.14;831.3;13.3;49;8.96;-150;-101.11
T;2;206.165;831.34;14;53;8.96;-142.06;-96.7
T;2;206.19;831.38;13.3;46;8.96;-131.89;-91.05
T;2;206.215;831.42;12.6;58;8.96;-124.19;-86.77
T;2;206.239;831.46;9.5;60;8.95;-118.25;-83.47
T;2;206.264;831.5;7.1;50;8.92;-110.54;-79.19
T;2;206.289;831.54;6.7;47;8.87;-102.82;-74.9
T;2;206.314;831.58;6.9;51;8.79;-100.64;-73.69
T;2;206.339;831.62;9.1;55;8.7;-103.54;-75.3
T;2;206.363;831.66;8.5;54;8.67;-111.15;-79.53
T;2;206.388;831.7;9.4;49;8.7;-120.17;-84.54
T;2;206.413;831.74;8.5;57;8.75;-128.72;-89.29
T;2;206.438;831.78;11.1;62;8.79;-133.26;-91.81
T;2;206.463;831.82;6.4;92;8.79;-135.99;-93.33
T;2;206.488;831.86;9.2;121;8.79;-135.22;-92.9
T;2;206.513;831.9;15.8;118;8.79;-137.47;-94.15
T;2;206.537;831.94;14.5;120;8.72;-139.79;-95.44
T;2;206.562;831.98;12.8;131;8.61;-139.97;-95.54
T;2;206.587;832.02;11.3;134;8.5;-141.02;-96.12
T;2;206.612;832.06;13.6;136;8.4;-142.71;-97.06
T;2;206.637;832.1;11.2;134;8.34;-142.35;-96.86
T;2;206.662;832.14;10.6;138;8.33;-143.93;-97.74
T;2;206.687;832.18;9.1;136;8.38;-144.94;-98.3
T;2;206.711;832.22;6.7;142;8.52;-143.72;-97.62
T;2;206.736;832.26;6.9;129;8.7;-145.82;-98.79
T;2;206.761;832.3;8.2;135;8.75;-140.48;-95.82
T;2;206.786;832.34;7.3;143;8.7;-124.51;-86.95
T;2;206.811;832.38;8.4;161;8.65;-107.14;-77.3
T;2;206.836;832.42;5.6;193;8.61;-97.6;-72
T;2;206.86;832.46;7;227;8.56;-99.04;-72.8
T;2;206.885;832.5;6.7;231;8.52;-88.44;-66.91
T;2;206.91;832.54;7.2;241;8.49;-82.68;-63.71
T;2;206.935;832.58;8.3;243;8.46;-79.47;-61.93
T;2;206.96;832.62;7.9;259;8.43;-83.9;-64.39
T;2;206.985;832.66;5.2;263;8.38;-97.17;-71.76
T;2;207.01;832.7;2.6;270;8.35;-112.32;-80.18
T;2;207.035;832.74;1.4;175;8.34;-118.53;-83.63
T;2;207.059;832.78;2.4;163;8.35;-120.35;-84.64
T;2;207.084;832.82;2.6;191;8.35;-127.46;-88.59
T;2;207.109;832.86;4.3;222;8.35;-127.68;-88.71
T;2;207.134;832.9;4.9;225;8.37;-136.77;-93.76
T;2;207.159;832.94;3.6;204;8.35;-136.32;-93.51
T;2;207.184;832.98;4.5;236;8.26;-142.83;-97.13
T;2;207.209;833.02;3.9;224;8.22;-140.91;-96.06
T;2;207.234;833.06;3.7;247;8.22;-148.88;-100.49
T;2;207.258;833.1;2.3;306;8.25;-149.64;-100.91
T;2;207.283;833.14;1.4;253;8.26;-152.18;-102.32
T;2;207.308;833.18;1.5;158;8.24;-143.97;-97.76
T;2;207.333;833.22;2.6;220;8.26;-146.04;-98.91
T;2;207.358;833.26;2.4;177;8.35;-143.77;-97.65
T;2;207.383;833.3;2.1;151;8.41;-139.49;-95.27
T;2;207.408;833.34;4.8;171;8.43;-126.54;-88.08
T;2;207.433;833.38;6.7;221;8.44;-122.3;-85.72
T;2;207.458;833.42;8;241;8.43;-115.06;-81.7
T;2;207.482;833.46;11.4;246;8.4;-109.17;-78.43
T;2;207.507;833.5;11.7;252;8.35;-102.21;-74.56
T;2;207.532;833.54;14.2;268;8.3;-93.62;-69.79
T;2;207.557;833.58;11.9;299;8.27;-94.32;-70.18
T;2;207.582;833.62;12.3;316;8.26;-98.7;-72.61
T;2;207.607;833.66;14.4;338;8.29;-113.15;-80.64
T;2;207.632;833.7;12.4;343;8.35;-124.01;-86.67
T;2;207.657;833.74;14.1;353;8.44;-133.19;-91.77
T;2;207.682;833.78;16.5;2;8.52;-136.07;-93.37
T;2;207.706;833.82;13.3;25;8.57;-142.01;-96.67
T;2;207.731;833.86;13.6;29;8.6;-143.63;-97.57
T;2;207.756;833.9;12;34;8.61;-147.48;-99.71
T;2;207.781;833.94;11.7;32;8.62;-149.51;-100.84
T;2;207.806;833.98;10.2;29;8.61;-151.71;-102.06
T;2;207.831;834.02;11.8;26;8.59;-154.48;-103.6
T;2;207.856;834.06;11.7;32;8.57;-157.49;-105.27
T;2;207.881;834.1;11.2;34;8.56;-158.19;-105.66
T;2;207.906;834.14;10.8;19;8.59;-161.5;-107.5
T;2;207.931;834.18;11.9;30;8.66;-161.19;-107.33
T;2;207.955;834.22;15.8;25;8.79;-161.45;-107.47
T;2;207.98;834.26;15;29;8.96;-160.6;-107
T;2;208.005;834.3;16.4;50;9.04;-157.36;-105.2
T;2;208.03;834.34;17.5;68;9.05;-148.86;-100.48
T;2;208.055;834.38;14.4;68;9.05;-134.07;-92.26
T;2;208.08;834.42;10.6;69;9.05;-124.08;-86.71
T;2;208.105;834.46;7.6;59;9.02;-119.22;-84.01
T;2;208.13;834.5;6.9;32;8.96;-110.22;-79.01
T;2;208.155;834.54;7.8;27;8.87;-102.19;-74.55
T;2;208.18;834.58;9.3;32;8.79;-98.46;-72.48
