# Gothic word list, compiled by Dr. Moritz Heyne, published in 1896
# Herkunft: goth_heyne.txt (Dr. Moritz Heyne, 1896), ASCII
# bearbeitet mit Lotus WordPro 9.7, Text-Importeinstellung: Codepage 1252,
# Wagenrücklauf nach jedem Absatz
# 1. Durchgehen: 03/07.2007 .. 05/07.2007
# 2. Durchgehen inkl. Streichung falscher Wörter 06/07.2007 .. 08.07.2007
# An asterisk * denotes a reconstructed word which has not been testified.
eisarnabandi|Eisenbande, Kette
eisarneins|eisern
eiþan|daher, mithin
eiþau|wo nicht
fadrein|Geschlecht, Abkunft
fadreins|Geschlecht
fads|s. *faþs
faginon|sich freuen
fagrs|passend, geeignet
fahan|fangen, ergreifen
faheds|s. faheþs
faheþs|Freude
faian|(?) anfeinden, tadeln
faih|Bevorteilung, Betrug
faihu|Vieh, Vermögen, Geld
faihufrikei|Habsucht, Geiz
faihufriks|habsüchtig, geizig
faihugairnei|Habsucht
faihugairns|habsüchtig
faihugawaurki|Geldgewinn
faihugeigan|geldgierig sein
faihugeigo|Habsucht, Geiz
faihuskula|Schuldner
faihuþraihns|Reichtum
fair|untrennbare Part., ver-, ent-, er-
fairaihan|teilhaftig sein
fairgreipan|ergreifen, nehmen
fairguni|Berg
fairhaitan|verheiszen
fairhwus|Welt
fairina|Beschuldigung, Schuld, Anklagegrund
fairinon|beschuldigen, verläumden
fairneis|alt
fairniþa|Alter
fairra|1. fern, 2. fern von, weg von, ab von
fairraþro|von ferne
fairrinnan|sich erstrecken, reichen, gelangen
fairrinon|für fairinon; beschuldigen
fairwaurkjan|erwirken, erwerben
fairweitjan|umherspähen
fairweitl|Schauspiel
fairzna|Ferse
falþan|falten, zusammenlegen
fana|Stück Zeug
fani|Kot
faran|wandern, ziehen
farjan|fahren, schiffen
faskja|Binde
fastan|fasten
fastubni|das Fasten
fauho|Fuchs
faur|1. vor, vor -- hin, längs -- hin, an, an -- hin, für, um -- willen, in Betreff, über. 2. vor
faura|1. vor; vor, wegen; vor, in Gegenwart; 2. vor
fauradauri|Gasse
faurafilli|Vorhaut
fauragagga|Vorsteher, Verwalter
fauragaggan|vorangehen
fauragaggi|Vorsteheramt, Verwaltung, Haushaltung
fauragaggja|Vorsteher, Verhalter, Haushalter
fauragagja|s. fauragaggja
fauragahaitan|zuvor verheiszen
fauragahugjan|vorher denken, sich vornehmen
fauragaleikan|vorher gefallen
fauragamanwjan|vorher bereiten, vorbereiten
fauragameljan|vorher schreiben
fauragaredan|vorher bestimmen, berufen
fauragasandjan|voraussenden
fauragasatjan|vor Jemand hinstellen, darstellen
fauragateihan|vorherverkündigen, vorhersagen
faurahah|Vorhang
fauramanwjan|vorbereiten
fauramaþleis|Sprecher, Vorsteher, Oberster
fauramaþli|Vorsteheramt
faurameljan|vorschreiben, darstellen
fauraqiman|vorhergehen
fauraqiþan|vorhersagen
faurarahnjan|vorziehen, höher schätzen
faurastandan|vorstehen
fauratani|Wunderzeichen, Wunder
faurawenjan|vorher hoffen
faurawisan|vorhanden sein
faurbauhts|Loskaufung, Einlösung, Erlösung
faurbigaggan|vor Jemand hergehen, vorangehen
faurbisniwan|voran gehen
faurbiudan|verbieten
faurdammjan|verdämmen, verhindern, entziehen
faurdomeins|Vorurteil
faurgaggan|vorübergehen, vorbeiziehen
faurhah|Vorhang
faurhtei|Furcht
faurhtjan|fürchten, furchtsam sein, sich fürchten
faurhts|furchtsam
faurlageins|Vorlegung
faurlagjan|vorlegen, vorsetzen
faurmuljan|das Maul verbinden
faurqiþan|verreden, verwerfen
faurrinnan|vorhergehen, Vorläufer sein
faursigljan|versiegeln
faursniwan|zuvorkommen, vorwegenehmen, vorher tun
faurstasseis|Vorsteher
faurwaipjan|verbinden
faurwalwjan|davor wälzen
faurþis|zuvor, vorbei, früher
faurþisei|bevor, ehe
faurþize|s. faurþisei
faus|wenig
faþa|Zaun, Scheidewand
fera|Gegend, Seite
ferja|Nachsteller
fetjan|schmücken
fian|s. fijan
fiands|s. fijands
fiaþwa|s. fijaþwa
fidurdogs|viertägig
fidurfalþs|vierfältig
fidurragini|das Amt des Vierfürsten
fidwor|vier
fidwortaihun|vierzehn
fif|s. fimf
figgragulþ|Gold am Finger, Fingerring
figgrs|Finger
fijan|hassen
fijands|Feind
fijaþwa|Feindschaft
filaus|um Vieles, viel
filegri|s. filigri
filhan|verbergen
filigri|Versteck, Höhle
filleins|ledern
filu|viel, sehr
filudeisei|Schlauheit, Arglist
filufaihs|sehr mannigfach
filugalaufs|sehr kostbar
filusna|Vielheit, Menge
filuwaurdei|vieles Reden
filuwaurdjan|viele Worte machen
fimf|fünf
fimftaihun|fünfzehn
fimftataihunda|der fünfzehnte
finþan|finden, erfahren
fiskja|Fischer
fiskon|fischen
fisks|Fisch
fitan|gebären
flahta|oder flahto, Flechte, geflochtenes Haar
flautjan|sich grosz machen
flauts|prahlerisch
flodus|Flut, Strom
flokan|beklagen
fodeins|Nahrung, Speise
fodjan|ernähren, aufziehen
fodr|Scheide
fon|Feuer
fotubandi|Fuszfessel
fotubaurd|Fuszbrett, Schemel
fotus|Fusz
fra|untrennbare Part., ver-
fraatjan|zur Speisung austeilen
frabairan|vertragen, ertragen
frabauhtaboka|Verkaufsurkunde
frabugjan|verkaufen
fradailjan|verteilen
fragan|fragen, s. fraihnan
fragiban|vergeben, verleihen, schenken
fragibts|s. fragifts
fragifts|Verleihung
fragildan|vergelten, erstatten
frahinþan|fangen, gefangen machen
fraihnan|fragen
fraisan|versuchen, prüfen, auf die Probe stellen
fraistobni|s. fraistubni
fraistubni|Versuchung
fraiw|Same
frakunnan|verachten
fraletan|freilassen, entlassen
fralets|freigelassen
fralewjan|verraten
fraliusan|verlieren
fralusnan|verloren gehen
fralusts|Verlust, Verderben
fram|mit der Grundbedeutung räumlich: von etwas her, von etwas aus, fern von
framaldrs|im Alter vorgeschritten, bejahrt
framaþjan|entfremden
framaþs|fremd
framgahts|Fortschritt
framis|weiter, weiter fort
framwairþis|fernerhin
framwigis|fortwährend, für immer
franiman|nehmen, in Besitz nehmen
fraqiman|verzehren, etwas vertun
fraqisteins|Verschwendung
fraqistjan|verderben, vernichten
fraqistnan|zu Grunde, verloren gehen, umkommen
fraqiþan|sich gegen etwas erklären, verachten
frarinnan|sich verlaufen
fraslindan|verschlingen
frastisibja|Kindschaft
frasts|Kind
frauja|Herr
fraujinassus|Herrschaft
fraujinon|Herr sein, herrschen
frawairpan|verwerfen, zerstreuen
frawairþan|verderben
frawardeins|Verderben
frawardjan|verderben, entstellen
frawaurhts|Sünde
frawaurkjan|verwirken, sündigen
fraweit|Rache
fraweitan|rächen
frawilwan|fortreiszen, rauben
frawisan|verbrauchen, verzehren
frawrikan|verfolgen
frawrohjan|verläumden
fraítan|fressen, aufzehren
fraþi|Verstand, Einsicht, Gesinnung
fraþjamarzeins|Verstandesverwirrung, Täuschung
fraþjan|verstehen, denken, erkennen, verständig sein
freidjan|schonen, sich enthalten
freihals|Freiheit
freis|frei
friaþwa|Liebe
friaþwamildeis|liebreich
frijaþwa|s. friaþwa
frijei|Freiheit
frijon|lieben, liebevoll behandeln
frijondi|Freundin
frijonds|Freund
frijons|Liebeszeichen, Kusz
frion|s. frijon
frisahts|Bild, Beispiel, Rätsel
frius|Frost, Kälte
frodaba|klug, verständig, weise
frodei|Verstand, Klugheit, Einsicht, Verständnis
frods|s. unfroþs
froþs|klug, weise, verständig
fruma|der erste
frumabaur|der Erstgeborne
frumadei|Vorrang
frumisti|Anfang
frumists|der erste
frums|Anfang
fs|s. unliubs
fugls|Vogel
fulgins|verborgen
fulhsni|das Verborgene, Geheimnis
fullafahjan|ein Genüge tun, dienen
fullafraþjan|bei vollem Verstande sein
fullatojis|vollkommen
fullaweis|vollkommen
fullaweisjan|überzeugen, überreden, Jemandem zureden
fullawita|vollkommen
fulleiþs|die Fülle
fulliþa|der Vollmond
fulljan|füllen, anfüllen, erfüllen
fullnan|voll werden, erfüllt werden
fullo|Fülle, Ausfüllung
fulls|voll
fuls|faul, stinkend
funin|funins, dat. gen. zu fon
funisks|feurig
fynikisks|phönizisch
gaaggwei|Beengung, Beschränkung
gaaggwjan|beengen, beängstigen
gaagwei|s. gaaggwei
gaaiginon|in Beschlag nehmen
gaainan|vereinzeln, trennen
gaaistan|sich vor Jemand scheuen
gaaiwiskon|beschämen, beschimpfen
gaarbja|Miterbe
gaarman|sich erbarmen
gaaukan|zunehmen, vollkommner werden
gabaidjan|zwingen, nötigen
gabairan|zusammentragen, vergleichen
gabairgan|bergen, erhalten
gabairhteins|Erscheinung: acc. gabairhtein
gabairhtjan|hell, sichtbar machen, zeigen, offenbaren
gabandwjan|durch Zeichen zu verstehen geben, anzeigen
gabatnan|zu Nutzen gelangen
gabauan|wohnen
gabaur|das Zusammengebrachte, Sammlung, Steuer
gabaurgja|Mitbürger
gabaurjaba|gern
gabaurjoþus|Lust, Wollust
gabaurþiwaurd|Geschlechtsregister
gabaurþs|Geburt
gabei|Reichtum
gabeidan|dulden, ertragen
gabeigs|s. gabigs
gabeistjan|durchsäuern
gabidjan|bitten, beten
gabigaba|reichlich
gabigjan|bereichern
gabignan|reich sein
gabigs|reich
gabinda|Band
gabindan|binden, festbinden
gabiugan|biegen
gablauþjan|aufheben, abschaffen
gableiþeins|Erbarmen
gableiþjan|barmherzig sein, sich erbarmen
gablindjan|verblenden
gablindnan|blind werden
gabotjan|zu Nutze machen, herstellen
gabrannjan|etwas verbrennen
gabrikan|brechen, zerbrechen
gabruka|das Abgebrochene, der Brocken
gabundi|Band
gadaban|im, es begegnet, widerfährt
gadaila|Teilnehmer, Mitgenosze, Gesell
gadailjan|teilen, austeilen, zuteilen
gadaubjan|taub, verstockt machen
gadauka|Hausgenosz
gadaursan|wagen, dreist sein
gadauþjan|töten
gadauþnan|getötet werden, sterben, umkommen
gadeþs|Tat, Handlung
gadigans|aus Erde gebildet (vgl. deigan)
gadigis|das Gebilde, Werk
gadiliggs|Vetter, Verwanter
gadiupjan|tief machen
gadofs|schicklich, passend
gadomjan|urteilen
gadraban|aushauen
gadragan|zusammentragen, aufladen
gadragkjan|tränken
gadrauhts|Kriegsmann, Soldat
gadrausjan|hinabstürzen, niederwerfen
gadrigkan|trinken
gadriusan|fallen
gadrobnan|in Unruhe geraten
gafahan|fangen, ergreifen, überfallen, erlangen
gafahrjan|zubereiten
gafahs|Fang
gafaihon|nehmen, in Beschlag nehmen
gafastan|halten, behalten, bewahren, beobachten
gafaurds|Gericht, hoher Rat, Versammlung
gafaurs|gesetzt, nüchtern, bescheiden
gafehaba|wohlanständig, ehrbar
gafeteins|Schmuck, Kleidung
gafilh|Begräbnis
gafilhan|verbergen
gafraihnan|erfragen erfahren
gafraujinon|herrschen
gafraþjei|Verständigkeit
gafreideins|Verschonung, Erhaltung
gafrijons|Kusz
gafrisahtjan|abbilden
gafrisahtnan|gebildet werden
gafriþon|versöhnen
gafriþons|Versöhnung
gafulgins|verborgen
gafullaweisjan|kundbar machen
gafulljan|anfüllen
gafullnan|angefüllt werden, sich anfüllen
gagaggan|zusammenkommen, sich versammeln
gagahaftjan|zusammenheften, verbinden
gagaleikon|-- sik: sich gleichstellen, sich stellen wie
gagamainjan|gemein machen, verunreinigen
gagatilon|zusammenfügen
gagawairþjan|versöhnen
gagawairþnan|sich versöhnen
gageigan|gewinnen
gaggan|gehen, hingehen
gaggs|Gang, Gasse
gagrefts|Beschlusz, Befehl
gagreifts|s. gagrefts
gagudaba|fromm, gottesfürchtig
gagudei|Frömmigkeit, Gottseligkeit
gaguþs|fromm
gahaban|haben, halten, behalten, festhalten
gahaftjan|-- sik: sich anhängen, sich verdingen
gahaftnan|sich anheften, anhangen
gahahjo|zusammenhängend
gahailjan|heilen
gahailnan|geheilt, gesund werden
gahails|ganze heil, tadellos
gahait|Verheiszung
gahaitan|zusammenrufen
gahamon|anziehen, sich womit bekleiden
gahardjan|verhärten, verstocken
gahaunjan|erniedrigen, demütigen
gahauseins|das Gehör, das Anhören
gahausjan|hören
gahilpan|helfen
gahlaiba|Genosze, Amtsgenosze
gahlaifs|gleiches Brot habend, Genosse, Amtsbruder: dat. plur. gahlaibaim
gahnaiwjan|erniedrigen
gahobains|Enthaltsamkeit
gahorinon|huren, die Ehe brechen
gahraineins|Reinigung
gahrainjan|reinigen
gahugds|Verstand, Gesinnung, Bewustsein
gahuljan|verhüllen, verbergen, bedecken
gahwairbs|fügsam, gehorsam
gahwatjan|anreizen, verlocken
gahweilains|Verweilen, Ruhe
gahweilan|aufhören
gahweitjan|weisz machen
gahwotjan|drohen, schelten, strafen
gaiainna|Fremdw. Geenna, Hölle
gaibnjan|gleich machen
gaidreigon|Reue empfinden, Busze tun
gaidw|Mangel
gailjan|erfreuen
gairda|Gürtel
gairnei|Begehr, Verlangen, Sehnsucht
gairnjan|gern wollen, begehren, gelüsten
gairu|Stachel
gaiteins|von Ziehgn
gaits|Ziege
gajiukan|überwinden, den Preis entreiszen
gajuk|Joch, ein Paar
gajuka|Jemand der. dasselbe Joch trägt, Genosz
gajuko|Zusammenstellung, Gleichnis
gakannjan|bekannt machen, verkündigen
gakaron|für etwas sorgen
gakausjan|erproben
gakiusan|prüfen
gakroton|zermalmen
gakunds|Ueberredung
gakunnan|(mit und ohne sik), sich unterordnen, sich unterwerfen
gakunþs|Erscheinung
gakusts|Prüfung, das Geprüfte
galagjan|legen, hinlegen, auflegen
galaisjan|lehren, belehren
galaista|Nachfolger, Begleiter: mit wisan oder wairþan folgen, nachfolgen
galaistjan|einer Sache nachgehen, sich befleiszigen
galatjan|aufhalten
galaubeins|gläubig
galaubjan|glauben
galaufs|wertvoll, kostbar
galaugnjan|verborgen sein
galausjan|los machen, retten, erlösen
galaþon|einladen, berufen, zusammenrufen
galeika|eines Leibes, Miteinverleibter
galeikan|gefallen
galeiki|Aehnlichkeit
galeikinon|s. ga-lekinon
galeiko|ähnlich
galeikon|vergleichen
galeiks|ähnlich
galeiwjan|s. galewjan
galeiþan|gehen, (zu Schiff) fahren, hingehen, kommen
galekinon|heilen
galewjan|hingeben, überlassen
galga|Galgen, Kreuz
galigri|Beilager
galisan|zusammenlesen, sammeln, versammeln
galiug|Lüge
galiugaapaustaulus|Fremdw., falscher Apostel
galiugabroþar|falscher Bruder
galiugaguþ|falscher Gott, Götze
galiugan|heiraten, zum Weibe nehmen
galiugapraufetus|Fremdw., falscher Prophet
galiugaweitwoþs|falscher Zeuge
galiugaxristus|falscher Christus
galiuhtjan|erleuchten, ans Licht bringen, offenbar machen
galufs|kostbar
galukan|zuschlieszen, verschlieszen
galuknan|verschlossen werden
gamagan|vermögen, gelten
gamaids|gebrechlich, schwach, zerschlagen
gamainduþs|Gemeinschaft
gamainei|Gemeinschaft, Teilnahme
gamainja|Teilnehmer
gamainjan|gemein machen, entheiligen, verunreinigen
gamains|gemein, unheilig, unrein
gamainþs|Gemeinde
gamaitano|Zerschneidung
gamalteins|Auflösung
gamalwjan|zermalmen, zerknirschen
gaman|Mitmensch, Genosz, Gesell
gamanwjan|bereiten
gamarko|Grenznachbarin
gamarzeins|Aergernis
gamarzjan|ärgern
gamatjan|essen
gamaudeins|Erinnerung
gamaudjan|erinnern
gamaurgjan|abkürzen, beschleunigen
gameleins|Schrift
gameljan|schreiben
gamikiljan|grosz machen
gaminþi|Gedächtnie, Andenken
gamitan|zumessen, zuteilen
gamitons|Gedanke
gamotan|Raum finden
gamotjan|begegnen, entgegengehen
gamunan|sich erinnern, gedenken
gamunds|Andenken, Gedächtnis
ganagljan|annageln
ganaitjan|schmähen, Schmach antun
ganamjan|nennen
gananþjan|aufhören?
ganasjan|gesund machen. retten, heilen
ganatjan|benetzen
ganauha|Genüge
ganauhan|v. genügen
ganawistron|begraben
ganiman|zu sich nehmen, mitnehmen, davon tragen, erhalten
ganipnan|betrübt, traurig werden
ganisan|genesen, gesund, gerettet, selig werden
ganists|Genesung. Heil, Seligkeit
ganiutan|fangen
ganiþjis|Verwanter
ganohjan|Genüge leisten, zur Genüge gewähren, befriedigen
ganohnan|genug sein, genug werden
ganohs|genug, hinreichend, viel
gansjan|verursachen
gapaidon|bekleiden
gaqiman|kommen, zusammenkommen
gaqiss|übereinstimmend
gaqiujan|lebendig machen
gaqiunan|lebendig gemacht werden, wieder aufleben
gaqiþan|besprechen
gaqumþs|Versammlung, Zusammenkunft
garaginon|raten, Rat geben
garahnjan|zusammenrechnen, schätzen
garaideins|Anordnung, Regel, Richtschnur
garaidjan|anordnen, gebieten, befehlen
garaids|ungeordnet, bestimmt, festgesetzt
garaihtaba|recht, gerecht, mit Recht
garaihtei|Gerechtigkeit
garaihteins|Wiederherstellung, Besserung
garaihtiþa|Gerechtigkeit
garaihtjan|richten, hinlenken
garaihts|gerecht
garazna|Nachbar
garazno|Nachbarin
garaþjan|zählen
garda|Stall
gardawaldands|über das Haus waltend, Hausherr
gards|Haus (auch Hof), Hauswesen, Familie
garedaba|ehrbar
garedan|auf etwas bedacht sein, sich befleiszigen
garehsns|Bestimmung, Ratschlusz, Plan
garinnan|zusammenlaufen, zusammenkommen
gariudi|Ehrbarkeit
gariudjo|Schamhaftigkeit
gariuds|ehrbar
garuni|Beratschlagung
garunjo|Ueberschwemmung
garuns|(dat. garunsai), Markt, Strasze
gasahts|Vorwurf, Tadel, Zurechtweisung
gasaihwan|sehen, erblicken
gasakan|drohen, mit Drohen gebieten, verbieten, strafen
gasalbon|salben
gasaljan|opfern
gasandjan|geleiten
gasateins|Feststellung, Grundlegung
gasatjan|hinstellen, hinsetzen, aufstellen
gasibjon|sich versöhnen
gasiggqan|sinken, untergehen
gasigljan|besiegeln, versiegeln
gasinþa|Reisegefährte
gasinþja|s. gasinþa
gasitan|sich setzen, sich niedersetzen
gaskadweins|Bedeckung, Bekleidung
gaskafts|Schöpfung
gaskaidan|scheiden, trennen
gaskaideins|Scheidung, Unterschied
gaskaidnan|sich scheiden
gaskalki|Mitknecht
gaskaman|-- sik: sich schämen, beschämt werden
gaskapjan|schaffen
gaskaþjan|schaden, Unrecht tun
gaskeirjan|erklären, verdolmetschen
gaskohs|beschuhet
gaskoni|ein Paar Schuhe
gaslawan|schweigen
gasleiþjan|schaden, beschädigen
gaslepan|schlafen, entschlafen
gasmeitan|schmieren, streichen
gasmiþon|schmieden, bereiten, bewirken
gasniumjan|hineilen, hinkommen
gasniwan|zu etwas hineilen, etwas ereilen, erlangen
gasokjan|suchen
gasoþjan|sättigen
gaspeiwan|speien
gaspillon|verkündigen
gastagqjan|anstoszen an etwas
gastaldan|erwerben
gastandan|stehen, feststehen, bleiben, verharren
gastaurknan|verdorren, auszehren
gasteigen|hineinsteigen, hinabsteigen
gastiggqan|anstoszen
gastigodei|Gastfreundschaft
gastigods|gastfrei
gastojan|richten, beschlieszen
gastojans|nicht am rechten Orte befindlich, unpassend, unstatthaft
gastoþan|feststellen, stehend erhalten
gastraujan|überstreuen, überbreiten (mit Decken)
gasts|Gast, Fremdling
gasuljan|gründen
gasunjon|rechtfertigen
gasupon|würzen, kräftig machen
gasweran|verherlichen
gaswikunþjan|offenbar, bekannt machen (rühmen, loben)
gaswiltan|sterben
gaswinþjan|stärken
gaswinþnan|gestärkt werden
gaswogjan|seufzen
gataiknjan|zeigen, lehren
gatairan|etwas zerreiszen, zerstören, vernichten, aufheben
gatalzjan|lehren
gatamjan|zämen, bändigen
gatandjan|einbrennen, brandmarken
gatarhjan|auszeichnen, sich merken, tadeln
gatarnjan|zerstören vernichten
gataujan|tun, machen, handeln, wirken, bewirken
gataura|Risz
gataurnan|zerreiszen
gataurþs|Zerstörung
gateihan|anzeigen, erzählen, verkündigen
gatemiba|passend, geziemend
gatewjan|verordnen
gatilaba|füglich, passend
gatilon|erzielen, erlangen
gatils|passend, tauglich, gelegen
gatiman|geziemen, passen
gatimreins|Erbauung
gatimrjan|bauen
gatimrjo|Gebäude
gatiuhan|wegziehen, führen, wegführen
gatrauan|trauen, vertrauen, mutig, dreist sein
gatrudan|treten, zertreten
gatulgjan|befestigen, beslätigen, bestärken
gatwo|Gasse
gau|die Partikel ga mit dem angehängten fragenden u, siehe letzteres
gauja|Gaubewohner
gaumjan|sehen, wahrnehmen
gaunledjan|arm machen
gaunon|trauern, Klagelieder singen, weheklagen
gaunoþus|Trauer, Klage
gaurei|Betrübnis
gauriþa|Betrübnis, Traurigkeit
gaurjan|Betrübnis verursachen, betrüben
gaurs|betrübt, traurig
gawadjon|verloben
gawagjan|bewegen, erschüttern, erregen, aufforderm
gawairpan|werfen, niederwerfen
gawairþeigs|friedfertig
gawairþi|Friede
gawaknan|erwachen
gawaldan|herrschen über etwas
gawaleins|Wahl, Auserwählung
gawaljan|wählen, erwählen, auserwählen
gawamms|unrein
gawandeins|Bekehrung
gawandjan|hinwenden, zurückwenden, zurückbringen, zurückkehren, bekehren
gawargeins|Verdammung
gawargjan|verdammen
gawaseins|Kleidung
gawasjan|kleiden, bekleiden; sich bekleiden
gawaurdi|Rede, Gespräch
gawaurki|Geschäft
gawaurkjan|machen, wirken, bewirken. bereiten
gawaurstwa|Mitarbeiter
gaweihan|weihen heiligen, segnen
gaweison|nach Jemand sehen, ihn besuchen, besorgen
gawenjan|erwarten, meinen
gawi|(gen. gaujis), Gau, Land, Landschaft, Gegend
gawidan|verbinden
gawigan|bewegen, schütteln, rütteln
gawiljis|willig, einmütig
gawinnan|leiden
gawisan|bleiben
gawiss|(acc. pl. gawissins), Verbindung, Gelenk
gawizneigs|freudig: gawizneigs wisan Freude, Lust an etwas haben
gawondon|s. gawundon
gawrikan|rächen, Recht schaffen
gawrisqan|Frucht bringen
gawundon|verwunden
gazaufylakiaun|Fremdw., Schatzkammer, Opferkasten
gazds|Stachel
gaþagki|Bedacht
gaþahan|schweigen
gaþairsan|verdorren
gaþarban|sich enthalten (mit und ohne sik)
gaþaurbs|enthaltsam
gaþaursnan|verdorren, vertrocknen
gaþeihan|gedeihen, auf-wachsen
gaþiuþjan|segnen
gaþiwan|dienstbar machen, unterjochen, unterwerfen
gaþlahsnan|über etwas erschrecken
gaþlaihan|liebkosen, umarmen, trösten, freundlich zureden
gaþlaihts|Trost, freundliches Zureden, Ermahnung, Aufmunterung
gaþliuhan|fliehen
gaþrafsteins|Trost
gaþrafstjan|trösten, beruhigen, erquicken
gaþrask|Dreschtenne
gaþreihan|bedrängen, in Trübsal versetzen
gaþulan|dulden, leiden
gaþwastjan|befestigen, stärken
giba|Gabe, Geschenk
giban|geben
gibands|partic. Geber
gibla|Giebel, Zinne
gild|Steuer, Zins
gilstr|Steuer, Abgabe
gilstrameleins|Steuer-beschreibung
gilþa|Sichel
gistradagis|morgen
giutan|geiszen
glaggwo|genau
glaggwuba|genau
glitmunjan|glänzen
godakunds|von guter Abkunft, vornehm
godei|Tüchtigkeit, Tugend
gods|gut, schön
goleins|Grusz
goljan|grüszen, begrüszen
goþs|s. gastigods
graba|Graben
graban|graben
gramjan|aufreizen reizen
gramst|Splitter
gras|(gen. grasis), Gras, Kraut
gredags|hungrig
gredon|hungern
gredus|Hunger
greipan|greifen, ergreifen
greitan|s. gretan
gretan|weinen, klagend ausrufen
grets|das Weinen
grids|Schritt, Stufe
grindafraþjis|kleinmütig
groba|Grube, Höhle
grunduwaddjus|Grundmauer, Grund
gudafaurhts|gottesfürchtig
gudalaus|gottlos, ohne Gott
gudhus|(gen. -husis), Gotteshaus, Tempel
gudisks|göttlich
gudja|Priester
gudjinassus|Priestertum
gudjinon|das Priesteramt verrichten
guds|s. gaguþs
gulþ|Gold
gulþeins|golden
guma|Mann
gumakunds|männlichen Geschlechts, männlich
gumeins|männlich
gunds|Eiter, Geschwür, Krebs
guþ|Gott
guþaskaunei|Gottesgestalt
guþblostreis|Gottesverehrer
hafjan|heben, aufheben
haftjan|sich anheften, sich anhängen, anhangen, sich ergeben
hafts|behaftet: liugom hafts verheiratet
hahan|hangen, Jemand anhängen
haidus|Art, Weise
haifstjan|streiten, kämpfen
haifsts|Streit, Zank
haihs|einäugig
hailjan|heilen
hails|heil, heilsam, gesund
haimoþli|Heimatland
haims|Dorf, Flecken
hairaisis|Fremdw. (plur. nom. hairaiseis), Ketzerei
hairda|Herde
hairdeis|Hirt
hairto|Herz
hairus|Schwert
hairþra|Eingeweide, Herz
hais|Fackel
haitan|nennen, benennen
haiti|Geheisz, Befehl, Aufgebot
haiþi|Heide, Feld
haiþiwisks|wild
haiþno|Heidin
hakuls|Mantel
halba|Hälfte, Seite
halbs|halb
haldan|hüten, weiden
haldis|lieber, mehr
halisaiw|kaum je, kaum
halja|Hölle
halks|gering, dürftig
hallus|Fels
hals|Hals
halts|lahm
hamfs|verstümmelt
hana|Hahn
handugei|Weisheit
handugs|(comp. handugoza), weise
handus|Hand
handuwaurhts|mit der Hand gemacht
hansa|Schaar, Menge
harduba|hart, sehr, mit Strenge
harduhairtei|Hartherzigkeit
hardus|hart, strenge
harjis|Heer, Menge (Legion)
hatan|hassen
hatis|(gen. hatizis), Hasz, Zorn
hatizon|zürnen
hatjan|hassen
hats|Hasz, gen. hatis
haubid|s. haubiþ
haubiþ|Haupt, Kopf
hauhaba|hoch
hauhei|Höhe
hauheins|Erhöhung, Ehre
hauhhairtei|Hochmut
hauhhairts|hochmütig
hauhis|höher, weiter hinauf
hauhisti|die höchste Höhe
hauhiþa|Höhe, Hoheit, Erhebung, Ehre
hauhjan|erhöhen, preisen, verherlichen
hauhs|(sup. hauhista), hoch
hauhþuhts|hochmütig
hauneins|Erniedrigung, Niedrigkeit, Demut, Demütigung
haunjan|erniedrigen
hauns|niedrig, demütig
haurds|Tür
hauri|Kohle
haurn|Horn
haurnja|Hornbläser
haurnjan|auf dem Horne blasen
hauseins|das Gehör (die Ohren)
hausjan|hören, vernehmen, anhören, zuhören
hausjon|hören
hawi|(dat. hauja). Heu, Gras
hazeins|Lob
hazjan|loben, preisen
heito|Fieber
heiwafrauja|Hausherr
helei|Fremdw., mein Gott
her|her, hier
heþjo|Kammer
hidre|hierher
hidrei|s. hidre
hilms|Helm
hilpan|halten
himinakunds|himmlisch
himins|Himmel
hindana|c. gen., hinter, jenseit
hindar|hinter, jenseits; 1. auf die Frage wohin? 2. auf die Frage wo? 3. in abstractem Sinne
hindarleiþan|hingehen
hindarweis|hinterlistig, betrüglich
hindarweisei|Hinterlist
hindumists|superl., hinterster, äuszerster
hiri|komm, hierher
hiufan|klagen, Klagelieder singen
hiuhma|Haufen, Menge
hiwi|Schein
hlahjan|lachen
hlaibs|s. hlaifs
hlaifs|Brot, Speise, Brotbissen
hlains|Hügel
hlaiw|Grab
hlaiwasna|nur im plur. Gräber, Grabhöhlen
hlamma|Schlinge, Fallstrick
hlas|freudig, heiter
hlasei|Fröhlichkeit
hlauts|Loos
hleibjan|sich Jemandes annehmen
hleiduma|link
hleiþra|Hütte, Zelt
hleþrastakeins|Zeltaufsteckung (Lauberhüttenfest)
hlifan|stehlen
hliftus|Dieb
hlija|Hütte, Zelt
hliuma|Gehör, Ohr
hliuþ|Gehör, Aufmerksamkeit
hlutrei|Lauterkeit, Aufrichtigkeit
hlutriþa|dasselbe
hlutrs|lauter, rein
hnaiweins|Erniedrigung, Niedrigkeit
hnaiwjan|erniedrigen
hnaiws|niedrig
hnasqus|weich, weichlich
hneiwan|sich neigen., sinken
hnuto|Stachel
hoha|Pflug
holon|schaden, betrügen
horinassus|Hurerei, Ehebruch
horinon|huren, Ehebruch begehen
hors|Hurer, Ehebrecher
hrainei|Reinheit
hraineins|Reinigung
hrainjahairts|reinherzig, reines Herzens
hrainjan|reinigen
hrains|rein
hraiwadubo|Turteltaube
hramjan|kreuzigen
hropjan|rufen, schreien
hrops|Ruf, Geschrei
hrot|Dach
hroþeigs|siegrich
hrugga|stab
hrukjan|krähen
hruks|das Krähen
